@relation SyntheticData-N_1200-D_8-Nmin_60-Zmin_4-CL_2_3-R_0
@attribute X0 real [-5.51, 5.47]
@attribute X1 real [-5.42, 5.51]
@attribute X2 real [-5.93, 5.78]
@attribute X3 real [-6.01, 5.89]
@attribute X4 real [-6.12, 5.71]
@attribute X5 real [-5.14, 5.58]
@attribute X6 real [-6.58, 5.18]
@attribute X7 real [-5.50, 5.44]
@attribute cluster_idx {0,1,2,3,4}
@attribute is_noise {0,1}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,X4,X5,X6,X7,cluster_idx,is_noise
@output Class
@data
0.54,-0.83,1.73,-0.65,-0.13,-0.49,-1.89,3.19,0,0,1
-1.17,-1.15,0.09,0.85,2.56,-1.08,-0.14,2.32,0,0,1
-3.67,-1.02,-1.95,3.58,5.37,2.49,1.17,-1.33,0,0,1
-0.59,0.68,0.61,0.98,-1.31,-1.73,-2.66,0.77,0,0,1
-1.5,0.65,2.21,0.79,3.26,-1.91,2.58,0.08,0,0,1
2.4,-0.1,0.89,-3.16,-1.75,-2.25,-1.31,2.75,0,0,1
-1.43,0.24,1.07,0.23,1.07,0.2,-1.62,-0.14,0,0,1
0.62,-0.1,-1.3,-0.98,0.64,-1.16,-0.15,-0.08,0,0,1
-0.52,1.27,-0.72,-1.74,0.65,0.36,-1.27,1.47,0,0,1
0.43,0.08,2.37,-0.41,0.27,2.24,-2.04,1.13,0,0,1
-0.91,0.2,0.4,-0.76,0.03,-0.29,-2.85,2.55,0,0,1
0.77,-0.52,2.67,-1.13,0.86,-0.65,-0.13,0.28,0,0,1
-3.77,1.69,0.9,3.55,4.58,1.64,2.45,-4.18,0,0,1
-2.9,-1.04,1.71,2.79,3.77,0.42,0.43,0.52,0,0,1
-1.83,-1.05,2.08,3.36,3.55,1.59,0.51,-2.27,0,0,1
-0.11,-0.69,-2.06,-0.32,-0.89,-4.21,-0.14,0.98,0,0,1
0.53,0.05,-3.07,-0.91,-1.25,-2.61,0.44,3.45,0,0,1
-0.9,0.27,0.71,0.54,0.41,-2.12,-0.45,2.28,0,0,1
-1.31,0.25,0.36,2.3,0.25,0.49,0.83,-2.88,0,0,1
2.28,-1.52,0.88,-2.75,-1.0,0.15,-1.86,2.25,0,0,1
1.87,-1.88,1.59,-2.28,-1.14,-0.0,-3.03,3.06,0,0,1
1.21,-1.2,1.38,-1.92,0.67,1.24,-2.01,0.32,0,0,1
2.07,-2.51,0.67,-2.49,-1.56,-0.31,-4.02,1.94,0,0,1
0.75,0.22,-0.36,-1.2,-1.21,-1.11,-0.44,0.78,0,0,1
1.03,-1.31,-2.9,-3.33,-1.84,2.75,-4.37,5.44,0,0,1
-0.93,-1.12,1.18,0.47,2.04,2.79,-1.66,-0.31,0,0,1
0.31,1.56,1.8,-1.0,-0.37,-2.62,1.34,-0.04,0,0,1
-1.3,1.32,0.36,1.1,0.97,-2.29,-0.31,0.75,0,0,1
0.06,2.05,0.41,-0.48,-1.62,-2.48,-1.58,-0.18,0,0,1
-1.4,-0.87,1.7,0.77,2.32,-0.57,-0.85,1.38,0,0,1
-0.14,1.02,-0.38,0.65,-0.97,0.5,1.32,1.31,1,0,1
0.21,0.29,-0.13,-0.79,0.11,1.02,1.63,1.87,1,0,1
3.02,-2.75,1.16,1.92,-4.18,-0.08,-0.5,-1.95,1,0,1
-0.58,1.15,0.54,-1.35,0.22,-3.05,-2.39,-1.18,1,0,1
-2.02,-1.0,0.69,-2.05,3.32,-2.43,-0.52,-1.24,1,0,1
2.5,0.23,2.35,-1.32,-0.6,0.34,-2.52,-1.04,1,0,1
0.55,1.65,-1.77,2.99,-1.0,2.03,2.64,0.88,1,0,1
-0.37,0.06,0.26,-0.53,-0.32,-0.17,0.89,1.22,1,0,1
-0.52,0.55,-2.5,0.91,0.63,0.53,3.91,1.46,1,0,1
-0.49,0.34,1.64,0.61,-1.69,-3.41,-1.32,-2.57,1,0,1
-0.67,1.29,-3.72,0.93,2.45,-0.38,0.01,-0.07,1,0,1
0.71,-2.57,-1.49,0.26,-0.68,1.21,-0.07,1.34,1,0,1
-0.52,2.03,-0.75,-0.7,-1.22,-0.39,-0.74,2.39,1,0,1
0.18,3.13,-3.45,1.45,0.51,1.81,4.84,2.66,1,0,1
-0.0,1.7,-1.26,-0.32,1.61,-0.31,-0.59,-0.02,1,0,1
4.39,-0.8,0.77,0.8,-2.23,1.76,3.38,-0.73,1,0,1
1.72,-4.25,1.12,1.28,-0.89,3.39,2.6,0.37,1,0,1
0.83,-0.13,-1.91,-0.63,-0.26,0.53,3.07,2.16,1,0,1
-3.16,2.65,-0.92,-2.79,4.45,-3.71,-3.24,-0.56,1,0,1
-0.92,3.57,-1.36,-1.64,-0.37,-3.27,-0.64,1.05,1,0,1
0.31,-0.39,-1.18,0.3,-1.18,0.04,0.15,1.25,1,0,1
2.56,-2.1,1.79,2.24,-1.65,1.66,-1.83,-2.69,1,0,1
-2.24,0.95,-1.86,0.56,1.47,-1.33,-0.69,0.05,1,0,1
0.73,-0.97,-0.41,0.76,0.29,-0.28,-1.57,-1.43,1,0,1
0.06,0.02,-1.35,0.68,-0.51,0.64,1.91,1.47,1,0,1
