@relation SyntheticData-N_600-D_16-Nmin_100-Zmin_16-CL_1_3-R_0
@attribute X0 real [-8.16, 6.76]
@attribute X1 real [-6.99, 6.62]
@attribute X2 real [-7.00, 9.00]
@attribute X3 real [-6.15, 7.06]
@attribute X4 real [-7.54, 8.07]
@attribute X5 real [-6.38, 7.67]
@attribute X6 real [-5.64, 7.76]
@attribute X7 real [-8.69, 7.32]
@attribute X8 real [-9.00, 8.41]
@attribute X9 real [-8.03, 8.28]
@attribute X10 real [-7.82, 5.85]
@attribute X11 real [-7.08, 6.78]
@attribute X12 real [-7.00, 7.52]
@attribute X13 real [-8.52, 7.76]
@attribute X14 real [-7.31, 6.57]
@attribute X15 real [-8.46, 6.02]
@attribute cluster_idx {0,1,2,3}
@attribute is_noise {0,1}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,cluster_idx,is_noise
@output Class
@data
-2.78,-0.18,-3.18,-1.98,-0.81,2.07,0.12,-0.07,-1.77,-2.45,1.19,-0.72,-0.27,-5.03,3.7,-2.94,0,0,1
2.66,-0.39,-0.51,-1.44,2.78,-2.82,2.76,-1.56,1.13,-2.55,1.1,-0.14,-2.41,0.18,-4.14,-4.66,0,0,1
-3.78,0.92,1.03,-2.23,2.84,-0.84,-2.14,-5.61,-2.61,-1.5,-2.01,0.76,0.75,2.23,-0.9,5.42,0,0,1
-3.28,1.36,-3.02,-2.74,-0.33,0.52,0.56,-0.88,-4.3,-0.15,-1.82,-0.2,1.39,-1.22,0.19,1.96,0,0,1
0.79,4.73,0.65,-0.04,1.29,-2.01,3.55,1.94,1.35,0.02,2.25,-3.63,-0.13,-2.99,-4.02,2.71,0,0,1
2.77,0.56,-2.57,0.8,-1.9,0.96,0.96,2.23,-0.03,-0.46,0.5,-1.02,2.56,0.39,1.73,2.12,0,0,1
0.44,-1.36,-1.14,2.05,-1.75,1.71,-5.24,-1.09,-2.63,-1.91,1.17,2.13,0.09,0.65,0.47,-0.08,0,0,1
-0.17,-1.73,0.18,-1.24,0.78,-2.15,0.65,-0.08,-2.08,-1.46,-0.36,3.72,-3.59,2.71,1.15,4.0,0,0,1
-3.01,2.37,-0.03,-1.47,1.18,0.94,-1.66,-3.68,-2.13,-0.45,-0.8,0.84,0.31,-0.3,-0.7,1.07,0,0,1
-0.32,1.82,-0.07,1.36,0.76,0.7,-2.26,-3.47,0.08,0.19,-0.83,-1.0,0.74,0.59,-4.42,-2.33,0,0,1
2.87,1.97,0.74,0.74,2.75,-3.04,3.78,2.98,3.0,1.04,-0.7,-2.27,-1.81,-2.23,-2.07,1.17,0,0,1
