@relation SyntheticData-N_1200-D_16-Nmin_100-Zmin_32-CL_3_2-R_0
@attribute X0 real [-6.89, 11.60]
@attribute X1 real [-6.90, 7.40]
@attribute X2 real [-7.91, 7.93]
@attribute X3 real [-7.84, 6.75]
@attribute X4 real [-7.75, 6.59]
@attribute X5 real [-7.54, 7.36]
@attribute X6 real [-8.59, 8.25]
@attribute X7 real [-8.32, 8.52]
@attribute X8 real [-7.62, 9.00]
@attribute X9 real [-7.35, 7.07]
@attribute X10 real [-7.18, 6.30]
@attribute X11 real [-9.75, 9.17]
@attribute X12 real [-8.67, 6.75]
@attribute X13 real [-9.22, 8.89]
@attribute X14 real [-6.64, 7.51]
@attribute X15 real [-6.84, 8.03]
@attribute cluster_idx {0,1,2,3,4}
@attribute is_noise {0,1}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,cluster_idx,is_noise
@output Class
@data
-2.18,1.86,1.58,0.1,2.59,0.49,2.65,0.38,2.36,-1.31,4.44,2.19,-1.4,-2.76,-1.67,-0.12,0,0,1
-2.94,5.52,2.61,0.37,-3.65,4.84,0.7,-2.95,-1.53,5.56,-0.11,2.48,0.37,2.09,1.79,2.09,0,0,1
0.96,0.73,1.47,-1.26,1.15,-5.4,0.83,2.19,0.27,-0.32,2.67,-2.4,2.46,2.3,-3.47,-2.51,0,0,1
-0.03,0.02,-0.95,0.98,3.01,-4.18,-3.16,4.29,-1.34,-4.28,-2.36,2.9,0.6,3.75,1.38,-1.14,0,0,1
-1.7,1.33,3.04,1.37,-2.01,-0.52,1.97,-2.45,-1.91,-0.2,-0.71,2.96,1.45,3.2,-1.31,2.38,0,0,1
0.94,-0.52,3.66,-1.34,-0.24,-3.67,1.32,1.99,-0.11,0.88,0.22,-2.76,3.58,0.08,-1.61,-3.58,0,0,1
-0.05,-0.66,-4.42,3.47,3.25,-1.6,-1.21,2.5,5.13,-2.76,4.09,1.48,-2.16,-1.19,-0.53,0.78,0,0,1
-0.92,0.28,-0.33,0.5,1.23,-2.01,2.2,-1.65,0.07,1.06,1.87,-0.29,-1.42,-0.56,-0.51,0.5,0,0,1
-2.7,-1.68,-0.27,-0.04,0.13,-2.52,0.39,-1.9,-1.66,-1.03,-2.43,2.02,0.35,1.39,1.81,2.63,0,0,1
0.4,3.53,-0.1,-2.59,0.7,0.57,1.96,-1.04,-0.05,1.15,1.69,2.2,0.22,-0.68,-0.65,-0.74,0,0,1
2.66,-1.95,-4.42,1.82,4.96,-4.18,-1.12,1.47,1.44,-2.29,0.96,-2.05,-2.89,-0.36,2.9,2.17,0,0,1
2.43,0.02,-0.32,-0.97,2.49,-2.03,-0.47,0.85,1.44,-3.24,3.96,-0.32,0.43,1.22,-2.73,1.81,0,0,1
-1.54,2.4,1.46,-0.19,-0.86,1.37,1.37,-0.05,1.27,3.35,1.45,2.04,-1.12,-0.95,0.9,0.03,0,0,1
-0.86,-1.0,2.79,-1.34,-0.62,-0.69,0.69,1.82,0.06,0.61,-0.14,0.49,0.71,1.91,-4.14,-0.2,0,0,1
1.18,-4.05,-3.99,-2.14,4.19,-0.95,-2.02,0.5,1.97,-2.46,1.36,0.52,-0.04,1.86,-2.06,4.47,0,0,1
1.91,-2.15,1.57,-0.68,0.61,-1.97,-0.79,2.12,1.54,0.51,3.04,-3.6,1.55,1.09,-3.2,0.75,0,0,1
