@relation SyntheticData-N_1200-D_8-Nmin_60-Zmin_4-CL_2_1-R_0
@attribute X0 real [-6.46, 5.10]
@attribute X1 real [-6.68, 6.75]
@attribute X2 real [-3.89, 4.24]
@attribute X3 real [-4.05, 3.94]
@attribute X4 real [-6.26, 5.40]
@attribute X5 real [-5.72, 7.44]
@attribute X6 real [-5.91, 4.94]
@attribute X7 real [-3.92, 3.73]
@attribute cluster_idx {0,1,2}
@attribute is_noise {0,1}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,X4,X5,X6,X7,cluster_idx,is_noise
@output Class
@data
0.34,3.45,1.07,1.76,-1.39,0.03,0.74,-3.92,0,0,1
1.2,1.28,-1.2,1.71,-2.01,1.87,2.02,-0.17,0,0,1
-1.55,0.21,-0.64,1.98,-0.11,0.14,-0.43,-0.85,0,0,1
0.96,0.23,-3.56,3.39,-1.27,4.54,3.15,-0.51,0,0,1
0.67,-2.92,-1.99,0.33,1.3,1.68,1.28,2.07,0,0,1
-0.09,-0.41,0.62,0.17,0.96,-0.8,0.06,-2.19,0,0,1
-0.05,-2.39,0.79,-0.56,2.06,1.7,-1.34,-2.67,0,0,1
0.66,2.91,-2.46,2.69,-2.18,1.23,3.61,0.99,0,0,1
-0.81,-1.61,0.01,-0.9,0.92,1.03,-1.35,0.44,0,0,1
0.62,-1.58,3.51,-2.49,0.27,-2.42,-2.39,-1.32,0,0,1
-1.92,2.02,0.75,1.02,-0.44,-2.31,-1.22,-0.09,0,0,1
-0.94,-2.1,1.35,-0.46,2.11,-1.86,-1.85,-0.61,0,0,1
0.87,-0.06,-0.83,2.05,1.15,2.97,1.23,-2.43,0,0,1
-0.78,0.15,0.51,-1.71,-0.3,-2.11,0.08,0.79,0,0,1
0.55,1.09,1.53,0.6,-0.04,-0.43,-0.52,-3.42,0,0,1
0.43,2.98,0.01,1.78,-1.37,1.98,1.38,-2.18,0,0,1
1.13,-1.25,0.91,0.99,0.59,1.13,-0.34,-0.77,0,0,1
-0.29,-0.98,-0.51,-0.06,-0.19,-0.79,0.32,0.22,0,0,1
1.66,-0.03,2.13,-0.33,-1.01,-2.25,-0.17,2.45,0,0,1
2.34,0.57,1.66,2.6,-0.29,1.84,0.4,-3.14,0,0,1
2.43,-1.22,0.95,2.72,-1.19,0.93,0.84,-0.34,0,0,1
0.42,1.34,-0.24,1.39,-1.42,-0.24,1.31,0.55,0,0,1
-0.62,-2.01,2.97,-3.8,2.31,-2.2,-2.48,-0.44,0,0,1
2.32,-0.48,0.53,1.78,0.08,1.22,1.67,-2.04,0,0,1
1.08,0.22,-0.86,1.35,-1.25,2.74,1.3,1.23,0,0,1
0.49,-0.88,1.7,-0.18,0.54,2.37,-1.68,-3.33,0,0,1
1.99,-1.14,-1.54,3.04,-0.59,3.2,2.24,-0.47,0,0,1
-1.06,-2.73,0.46,-1.4,0.54,2.1,-2.44,1.46,0,0,1
-0.73,-0.11,-0.7,-0.02,0.0,0.97,0.19,-1.04,0,0,1
-0.35,-2.01,4.24,-0.27,0.59,-2.45,-4.11,0.17,0,0,1
-2.03,0.7,0.25,-1.82,0.41,-1.26,-0.84,-2.19,1,0,1
-0.22,2.5,1.62,-1.44,1.06,1.23,-2.22,-1.08,1,0,1
-1.92,-0.68,-0.09,-2.78,-0.31,-1.04,1.6,-1.58,1,0,1
-1.22,-0.64,-2.67,-1.98,0.01,-0.21,0.16,0.46,1,0,1
-3.54,0.16,-1.51,-2.01,-0.08,-1.73,-1.65,-2.17,1,0,1
-0.88,2.31,-0.6,-0.82,1.26,1.86,-3.84,0.02,1,0,1
-0.72,0.29,2.13,1.43,2.42,3.04,-0.62,0.76,1,0,1
-3.04,-0.77,-2.76,0.29,0.7,0.94,-2.93,1.45,1,0,1
0.08,0.22,-0.27,-1.34,-0.47,0.02,0.11,-0.14,1,0,1
-2.75,-0.58,0.49,-0.54,-1.06,-0.85,-0.79,-1.46,1,0,1
1.16,-0.27,-1.93,-0.05,0.09,1.33,0.04,1.6,1,0,1
-1.24,1.67,1.71,-0.79,1.23,-0.96,-0.28,-3.61,1,0,1
-0.35,-0.28,0.1,-0.51,0.55,1.0,0.73,0.13,1,0,1
0.29,1.81,0.97,0.14,2.17,1.4,-0.56,-1.29,1,0,1
