@relation SyntheticData-N_1200-D_4-Nmin_60-Zmin_16-CL_1_1-R_0
@attribute X0 real [-2.98, 3.84]
@attribute X1 real [-4.31, 3.32]
@attribute X2 real [-5.34, 5.51]
@attribute X3 real [-3.73, 3.51]
@attribute cluster_idx {0,1}
@attribute is_noise {0,1}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,cluster_idx,is_noise
@output Class
@data
-0.63,-1.56,0.09,-1.48,0,0,1
0.87,-0.12,0.88,-0.38,0,0,1
0.73,-1.16,0.39,-3.01,0,0,1
0.13,-0.12,0.14,-0.52,0,0,1
0.06,-0.44,1.2,0.4,0,0,1
-1.16,0.43,0.46,1.21,0,0,1
-0.63,-1.09,-0.57,-1.98,0,0,1
0.37,0.68,1.19,1.44,0,0,1
-0.64,0.44,0.91,-0.41,0,0,1
0.81,-0.87,0.81,-0.52,0,0,1
0.51,0.62,0.5,0.5,0,0,1
-0.07,1.84,1.01,1.62,0,0,1
2.42,1.61,2.21,1.54,0,0,1
-1.31,0.66,-0.47,-0.28,0,0,1
-1.12,-1.7,0.03,-0.84,0,0,1
-0.51,0.18,-0.14,-0.64,0,0,1
-0.45,-0.12,-0.6,-1.08,0,0,1
0.31,-0.04,0.94,0.57,0,0,1
0.24,-1.47,1.26,-1.65,0,0,1
-0.24,-0.93,0.42,-0.56,0,0,1
0.35,0.6,0.98,-0.61,0,0,1
-0.82,-0.29,0.5,-1.28,0,0,1
0.64,0.12,0.49,0.14,0,0,1
1.95,-1.28,2.07,0.4,0,0,1
-1.72,-1.19,-0.49,-0.96,0,0,1
2.75,1.08,2.04,1.19,0,0,1
0.48,0.59,1.51,0.82,0,0,1
-0.03,0.87,0.8,1.04,0,0,1
-0.73,1.41,0.15,0.52,0,0,1
-0.17,-0.2,0.51,0.08,0,0,1
-0.16,1.04,0.06,0.19,0,0,1
0.43,0.48,0.29,-0.5,0,0,1
1.46,1.73,1.1,2.24,0,0,1
0.64,-0.7,0.33,-0.56,0,0,1
0.86,-0.39,0.67,0.16,0,0,1
-0.44,-2.62,0.19,-1.8,0,0,1
1.35,-0.39,1.57,-0.87,0,0,1
0.09,-1.29,0.34,-1.17,0,0,1
0.37,0.03,0.49,-1.22,0,0,1
0.8,1.04,0.31,0.79,0,0,1
2.0,-0.32,1.84,-0.12,0,0,1
1.56,-0.09,1.14,-1.45,0,0,1
-0.49,-0.8,0.75,-2.46,0,0,1
1.17,0.77,1.08,0.8,0,0,1
0.02,-1.39,0.03,-2.08,0,0,1
0.14,0.43,-0.42,-1.61,0,0,1
0.18,0.26,1.26,1.42,0,0,1
0.38,-0.19,0.54,0.09,0,0,1
0.59,-0.28,0.21,-0.95,0,0,1
-0.28,-1.26,0.01,-0.15,0,0,1
1.19,-0.26,1.86,-0.53,0,0,1
-1.21,-2.33,-0.39,-2.5,0,0,1
-1.06,-1.0,0.18,-1.18,0,0,1
-0.37,-0.68,0.46,-0.95,0,0,1
1.04,-0.33,1.94,-0.15,0,0,1
0.92,0.22,1.55,0.97,0,0,1
-0.19,-0.18,-1.04,-0.71,0,0,1
0.95,-1.03,0.94,0.48,0,0,1
0.36,-0.48,0.17,-1.04,0,0,1
-0.0,-0.07,0.72,-0.07,0,0,1
-1.39,-0.07,-0.93,1.35,1,0,0
0.16,-0.72,1.64,0.81,1,0,0
-0.08,-0.98,0.22,0.65,1,0,0
-0.29,-1.23,0.39,0.87,1,0,0
1.04,1.44,-2.06,-0.84,1,0,0
0.4,0.18,-1.06,-0.11,1,0,0
-0.55,-0.24,-0.29,0.69,1,0,0
-0.06,0.35,-1.7,0.31,1,0,0
-0.34,-1.38,0.43,1.39,1,0,0
-1.19,-1.2,1.06,1.45,1,0,0
-1.01,-1.81,2.22,0.91,1,0,0
-0.1,-1.19,0.06,0.96,1,0,0
-0.38,-0.86,-0.33,1.05,1,0,0
