@relation SyntheticData-N_600-D_16-Nmin_60-Zmin_8-CL_1_1-R_0
@attribute X0 real [-6.29, 6.99]
@attribute X1 real [-6.85, 9.39]
@attribute X2 real [-7.34, 9.46]
@attribute X3 real [-8.88, 8.65]
@attribute X4 real [-6.82, 6.87]
@attribute X5 real [-10.24, 6.28]
@attribute X6 real [-7.54, 6.20]
@attribute X7 real [-7.64, 7.46]
@attribute X8 real [-6.57, 5.97]
@attribute X9 real [-5.69, 8.63]
@attribute X10 real [-6.52, 6.91]
@attribute X11 real [-6.20, 5.84]
@attribute X12 real [-9.63, 11.21]
@attribute X13 real [-6.67, 8.78]
@attribute X14 real [-6.60, 8.60]
@attribute X15 real [-7.79, 10.18]
@attribute cluster_idx {0,1}
@attribute is_noise {0,1}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,cluster_idx,is_noise
@output Class
@data
3.79,0.52,0.6,3.05,0.68,-0.23,0.7,0.64,-0.68,0.58,0.2,0.51,-1.23,-0.35,-1.45,1.13,0,0,1
3.23,-2.63,3.57,1.99,-1.62,-1.16,-2.37,1.12,-1.26,-0.97,-1.43,5.84,1.85,-2.03,-3.96,1.13,0,0,1
-0.07,3.58,-1.84,-0.52,1.1,-0.24,-2.16,-2.72,0.94,-2.71,-1.98,3.95,-0.03,-1.14,-1.44,-0.33,0,0,1
0.64,-0.75,-0.61,2.33,3.95,-2.59,2.17,1.98,-3.97,-1.92,3.81,-0.79,3.13,0.77,0.22,1.09,0,0,1
1.5,2.09,-0.09,2.41,0.26,0.85,2.37,3.56,-0.52,-3.33,0.75,-4.56,1.04,1.71,-5.27,3.04,0,0,1
-0.21,2.32,2.53,-1.79,-3.18,-1.72,-4.14,-0.63,1.18,0.88,1.47,1.04,1.23,-1.39,-1.46,-1.52,0,0,1
-0.77,1.65,0.51,-0.72,-1.04,1.29,-0.25,-0.4,3.78,2.33,0.5,-0.18,-0.34,-1.2,1.45,-0.63,0,1,0
1.01,-1.22,-7.34,3.47,-0.67,-1.19,2.13,-4.17,-2.49,0.79,-3.0,-0.41,-3.34,-3.27,-2.09,2.11,0,0,1
1.17,-1.46,-0.89,4.13,1.5,1.98,3.33,5.75,-1.75,-4.07,2.0,-6.02,0.1,1.97,-1.95,3.41,0,0,1
3.32,-3.03,-0.28,3.97,-1.25,0.22,0.7,0.36,-2.06,0.97,1.24,2.06,-2.18,-2.08,-1.4,3.49,0,0,1
-1.16,1.77,2.17,0.95,2.25,5.95,4.65,4.94,2.77,-0.49,0.32,-1.55,-4.1,3.68,3.43,4.16,0,0,1
2.1,-1.39,-0.02,-1.18,2.28,5.69,-1.7,2.51,3.03,-1.36,-1.95,-0.58,-1.16,1.88,3.52,-0.52,0,0,1
1.68,-1.08,-2.28,2.11,-1.75,-0.15,0.61,-2.18,-1.1,-1.41,1.24,0.92,-3.92,-0.2,0.7,2.97,0,0,1
0.78,1.15,1.48,-2.2,-3.8,-0.64,-7.54,-3.15,2.27,0.39,1.43,5.34,-0.13,-2.57,-0.32,-2.48,0,0,1
-1.49,1.66,-1.62,1.27,-2.6,-0.64,0.52,-1.43,-1.5,-3.98,1.33,-4.35,-2.25,0.99,0.49,-1.15,0,0,1
-0.49,-1.44,-3.44,-1.18,-4.58,-1.1,-3.97,-4.86,-0.48,-0.07,1.45,-0.97,-0.51,-1.48,-0.32,-3.32,0,0,1
-0.33,-2.37,3.39,-0.01,-1.57,1.81,0.59,3.22,0.49,-0.45,2.09,-0.55,-0.37,3.6,0.98,1.1,0,0,1
-4.35,2.11,1.67,0.88,-0.96,1.03,1.23,0.25,0.3,-4.81,-2.25,-1.42,2.43,1.49,-0.96,-4.99,0,0,1
-3.04,-0.61,-0.93,-0.05,1.82,-4.87,-3.0,-0.21,-2.82,2.09,-0.49,4.59,4.19,-3.21,-1.06,-2.16,0,0,1
