@relation SyntheticData-N_1200-D_16-Nmin_60-Zmin_8-CL_3_3-R_0
@attribute X0 real [-6.12, 7.45]
@attribute X1 real [-7.44, 7.86]
@attribute X2 real [-7.09, 5.88]
@attribute X3 real [-6.52, 7.69]
@attribute X4 real [-8.58, 7.93]
@attribute X5 real [-7.64, 8.31]
@attribute X6 real [-6.92, 7.37]
@attribute X7 real [-7.81, 8.53]
@attribute X8 real [-7.31, 7.58]
@attribute X9 real [-7.97, 6.18]
@attribute X10 real [-6.86, 8.55]
@attribute X11 real [-7.16, 8.89]
@attribute X12 real [-6.78, 8.51]
@attribute X13 real [-6.38, 5.85]
@attribute X14 real [-9.51, 7.20]
@attribute X15 real [-8.29, 7.35]
@attribute cluster_idx {0,1,2,3,4,5}
@attribute is_noise {0,1}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,cluster_idx,is_noise
@output Class
@data
-3.14,0.63,-1.18,-2.5,2.13,-5.82,-4.48,0.89,0.84,3.07,-3.17,0.07,0.82,-0.5,0.08,1.82,0,0,1
-1.87,0.58,-1.07,-3.42,-3.08,-2.35,0.28,-1.89,1.44,-2.09,0.01,-0.2,-3.46,-0.38,-0.4,0.99,0,0,1
5.32,-0.38,-0.69,-0.3,-3.07,5.16,2.25,-0.88,3.77,-1.24,2.9,-1.16,-1.6,0.89,-0.82,2.36,0,0,1
-1.24,-1.05,1.74,-0.08,0.72,-1.37,-1.07,0.06,1.6,-0.91,1.56,2.02,0.5,-1.57,1.01,-1.77,0,0,1
-2.73,1.77,0.33,1.55,3.43,0.08,-4.05,2.33,2.35,2.01,2.52,-0.2,-0.39,1.01,1.08,2.88,0,0,1
3.15,0.88,5.59,0.22,2.26,1.59,2.26,0.63,-0.8,0.34,1.49,2.53,0.18,0.21,-1.58,-0.09,0,0,1
1.83,-1.53,2.55,-0.63,0.79,2.07,-0.02,0.64,3.15,1.29,2.54,-0.33,0.47,-1.14,-2.32,-0.91,0,0,1
-3.18,-4.18,-1.87,-3.71,-1.23,-3.03,-0.9,-2.28,5.19,-5.05,1.0,-1.79,-3.11,1.4,-0.12,-1.11,0,0,1
1.82,-1.74,-0.46,2.41,-0.38,0.53,-0.79,3.71,3.61,1.34,-1.04,1.18,0.95,3.21,-1.76,-1.41,0,0,1
0.41,-3.37,-0.03,0.52,-1.76,-0.44,-0.1,-1.66,-0.45,-1.18,-0.39,1.45,0.11,-2.27,0.73,0.8,0,0,1
1.31,1.45,-1.17,-0.39,0.72,1.34,-1.19,0.57,4.22,3.86,0.23,-1.92,-0.04,3.27,-2.4,2.22,0,0,1
5.58,-0.44,2.92,-0.29,-3.63,3.66,3.26,1.92,0.83,1.84,0.11,-1.9,1.78,0.39,-4.38,0.11,0,0,1
0.31,-1.72,-1.05,-2.39,0.65,-1.98,0.2,-1.42,0.08,-2.34,-1.41,0.77,-1.6,0.54,-0.32,-0.17,0,0,1
-2.34,3.58,-3.15,0.99,0.68,0.57,-2.67,0.55,0.01,0.36,2.89,-2.69,-1.3,-1.55,2.16,-0.38,0,0,1
-0.76,3.27,-0.34,2.89,-1.95,3.6,2.38,-2.21,-2.86,0.13,-0.29,0.5,-0.31,1.14,0.22,-0.08,0,0,1
0.38,0.9,-0.02,-1.83,-2.32,3.17,-2.36,0.29,2.82,3.18,2.12,-0.42,0.62,1.42,-0.92,6.72,0,0,1
-1.13,-1.81,-0.44,-0.71,0.81,1.15,-2.56,-1.21,0.99,0.99,1.15,0.13,1.5,-1.72,1.05,1.1,0,0,1
-1.01,3.62,0.56,2.11,3.06,-1.05,0.17,0.05,-3.29,1.08,0.34,-2.82,0.17,-1.54,0.54,-2.92,0,0,1
2.31,-0.5,2.94,-1.16,-1.68,-0.89,0.85,0.05,-3.84,1.07,-1.05,6.79,4.06,-3.36,-0.58,-2.04,0,0,1
0.87,-4.37,0.86,-2.34,-2.9,-0.77,0.1,-0.74,4.95,-1.12,-0.06,-0.15,-0.96,0.52,-1.49,2.57,0,0,1
-1.92,-0.46,-0.5,0.38,0.25,-7.26,-0.04,4.07,-2.44,0.23,-1.05,-1.62,-0.41,-0.66,0.48,-1.71,1,0,1
1.1,1.44,1.15,-1.74,-0.25,1.23,0.12,0.15,0.11,-1.16,2.5,-0.75,-2.75,-1.75,-1.8,-1.06,1,0,1
4.26,0.12,2.79,1.14,0.13,0.97,-0.18,-1.36,-2.83,-0.45,1.04,-1.42,-2.31,0.01,-0.84,0.83,1,0,1
0.76,3.97,-1.11,-5.62,-1.47,-0.23,-3.56,-5.88,2.2,-1.92,-1.21,-0.05,-5.49,-0.41,1.53,1.26,1,0,1
5.05,1.01,1.13,-0.47,2.11,-2.82,-0.11,-4.61,-1.92,3.41,-3.41,-0.82,-1.23,0.51,1.6,0.53,1,0,1
-2.35,-1.01,-1.13,-3.22,-6.2,0.99,-4.54,0.3,2.86,-0.12,0.34,1.62,1.39,2.62,1.84,2.25,1,0,1
-1.12,0.84,0.96,-3.78,1.45,-0.65,2.65,-2.62,1.96,0.8,0.26,2.31,0.44,-4.33,1.95,-1.7,1,0,1
-1.15,-0.05,-0.33,2.6,-3.61,1.75,-0.89,-1.82,0.29,-1.85,0.2,-0.33,-0.15,4.51,2.64,3.65,1,0,1
2.63,1.73,2.8,0.09,0.01,0.97,-0.47,-2.92,0.6,0.5,0.27,-0.96,-2.84,3.08,-2.39,1.6,1,0,1
