@relation SyntheticData-N_600-D_16-Nmin_140-Zmin_16-CL_1_2-R_0
@attribute X0 real [-8.20, 6.74]
@attribute X1 real [-6.67, 6.52]
@attribute X2 real [-6.77, 5.85]
@attribute X3 real [-6.41, 6.76]
@attribute X4 real [-6.30, 7.09]
@attribute X5 real [-7.21, 8.01]
@attribute X6 real [-8.60, 7.59]
@attribute X7 real [-9.10, 7.16]
@attribute X8 real [-8.37, 6.86]
@attribute X9 real [-7.17, 6.93]
@attribute X10 real [-7.79, 10.29]
@attribute X11 real [-7.31, 7.51]
@attribute X12 real [-5.95, 7.41]
@attribute X13 real [-7.28, 7.85]
@attribute X14 real [-9.02, 7.33]
@attribute X15 real [-7.97, 9.89]
@attribute cluster_idx {0,1,2}
@attribute is_noise {0,1}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,cluster_idx,is_noise
@output Class
@data
1.67,2.65,0.31,0.9,-2.21,5.65,1.06,-0.87,-2.15,-0.89,3.92,-0.02,-1.17,0.59,-1.77,2.38,0,0,1
-4.16,-0.13,-2.39,-0.05,1.72,2.92,3.81,0.16,0.34,1.12,-4.34,-1.54,2.78,-1.79,-2.27,-0.32,0,0,1
-0.64,1.2,-0.48,-1.53,1.85,-0.27,-0.41,0.61,-0.59,-2.98,2.2,-0.12,1.81,-0.84,-1.74,-1.85,0,0,1
2.46,1.69,-1.2,-1.99,3.51,4.23,-1.93,-3.75,-1.37,0.66,2.18,0.17,2.19,-1.74,-2.39,4.07,0,0,1
0.79,-1.78,1.44,-1.04,-0.85,0.42,2.35,-0.12,-0.76,-1.46,0.95,-4.28,-0.96,-3.96,1.21,1.19,0,0,1
-0.38,-1.97,-4.33,3.4,0.53,-0.11,-1.88,-1.06,-1.21,-1.83,-3.19,-1.45,0.56,0.11,-0.69,-2.47,0,0,1
1.27,1.95,-0.65,-1.85,2.41,1.63,2.32,0.23,-1.66,1.67,0.94,1.42,-1.69,-2.26,0.04,2.76,0,0,1
-1.15,1.4,-2.72,1.58,1.83,-0.86,-4.96,-1.24,-1.48,2.46,0.44,5.26,-0.08,5.15,-5.81,-3.88,0,0,1
-1.97,2.15,3.91,-1.32,-4.15,6.17,4.49,-2.17,-3.72,-2.05,2.87,2.2,-2.59,3.15,-1.15,-0.27,0,0,1
-0.07,-2.41,-4.08,-0.2,1.06,-3.34,-0.46,-2.04,1.25,-1.12,-5.07,-1.48,0.69,0.68,2.85,-0.05,0,0,1
1.07,2.63,2.56,0.47,1.11,1.25,-2.36,1.37,0.02,-6.98,6.84,-7.31,-1.95,-0.78,-2.3,2.07,0,0,1
3.35,3.05,3.36,-1.3,3.1,0.67,-1.6,5.05,1.23,-1.03,4.56,-0.35,2.58,-3.06,-1.38,2.01,0,0,1
2.02,1.46,5.85,1.2,-3.09,-0.48,0.23,1.2,-2.96,-5.97,5.92,0.15,-2.53,-1.11,2.43,-1.41,0,0,1
