@relation SyntheticData-N_1200-D_8-Nmin_60-Zmin_8-CL_3_1-R_0
@attribute X0 real [-6.76, 6.97]
@attribute X1 real [-4.94, 5.18]
@attribute X2 real [-5.01, 5.36]
@attribute X3 real [-5.17, 5.42]
@attribute X4 real [-5.84, 4.47]
@attribute X5 real [-5.27, 6.35]
@attribute X6 real [-6.02, 5.82]
@attribute X7 real [-5.86, 5.75]
@attribute cluster_idx {0,1,2,3}
@attribute is_noise {0,1}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,X4,X5,X6,X7,cluster_idx,is_noise
@output Class
@data
-0.92,0.21,0.2,-2.45,-0.05,0.48,-2.05,2.04,0,0,1
-1.38,2.35,-1.18,0.84,0.95,0.95,-0.59,0.13,0,0,1
-2.05,1.81,-1.11,-1.29,0.19,1.72,-2.28,0.3,0,0,1
1.45,-1.39,1.74,0.13,0.6,-2.66,0.88,0.12,0,0,1
-0.74,-1.33,-1.22,-1.31,2.03,1.48,-2.59,1.17,0,0,1
-0.13,1.69,-2.58,3.92,-1.72,-0.83,2.48,-5.66,0,0,1
2.23,0.27,-1.08,0.49,-0.63,-2.82,1.17,-3.71,0,0,1
0.15,-0.09,-0.28,-2.1,0.15,0.04,-1.64,0.94,0,0,1
1.03,-2.05,1.37,0.4,0.28,-0.79,0.74,0.45,0,0,1
-2.26,0.86,0.99,1.35,-1.48,0.86,0.68,1.45,0,0,1
3.54,-3.77,0.55,-1.94,-1.53,0.3,0.72,1.97,0,0,1
1.17,0.05,2.1,-0.41,0.23,-2.03,0.43,-0.56,0,0,1
-3.46,3.52,0.16,-0.22,2.49,1.14,-2.74,-0.36,0,0,1
0.41,-0.19,1.2,-1.28,1.58,0.02,-1.26,0.89,0,0,1
-1.29,-0.32,1.9,1.84,-1.7,-0.84,2.0,2.33,0,0,1
0.91,1.55,0.16,-0.27,0.25,0.55,0.13,-0.09,0,0,1
-0.98,2.8,-0.08,-1.58,0.65,0.77,-1.78,0.71,0,0,1
-1.5,-0.7,-0.79,-0.83,-1.98,0.85,-0.96,-0.43,0,0,1
-3.75,0.93,-1.27,0.73,-2.73,1.38,-0.43,0.63,0,0,1
-1.07,0.73,-1.8,5.13,0.14,-0.31,2.27,-4.66,0,0,1
-0.51,-1.52,-4.36,2.87,0.44,-2.02,1.3,-0.07,1,0,1
0.76,-1.19,0.86,0.49,-2.64,-1.53,0.43,-1.26,1,0,1
-0.2,0.45,-1.07,0.98,-1.45,1.81,-0.24,0.16,1,0,1
0.93,0.67,-0.78,1.38,-3.01,-0.66,-2.59,-1.2,1,0,1
0.11,0.93,0.46,0.35,-0.19,0.57,-0.27,1.29,1,0,1
3.42,5.18,-5.01,3.34,-5.6,-1.82,-6.02,-3.59,1,0,1
1.98,0.16,-4.58,2.56,-4.05,-1.68,-0.8,-0.35,1,0,1
-0.23,-0.15,-0.86,0.37,-1.7,-1.02,-0.65,-0.79,1,0,1
-0.59,-0.63,-1.73,1.31,1.42,-1.65,1.26,0.55,1,0,1
-0.08,-0.23,1.76,0.65,0.49,-0.24,0.59,-0.23,1,0,1
-1.11,-0.46,1.81,-0.16,0.9,1.98,0.63,2.12,1,0,1
-0.64,-1.39,-0.83,0.71,0.59,0.24,1.47,2.92,1,0,1
0.28,-1.5,-1.32,0.95,-1.86,-0.87,0.9,1.17,1,0,1
-1.07,-3.29,-0.98,0.57,-0.42,-1.77,2.12,0.68,1,0,1
-1.56,-1.12,-0.99,1.33,1.43,1.78,2.15,-0.4,1,0,1
1.12,1.84,-1.43,0.61,0.09,-2.26,-1.12,2.73,1,0,1
-1.73,-4.54,-0.14,0.39,-2.11,2.1,2.92,-0.06,1,0,1
1.11,0.51,0.77,-0.06,-1.06,-3.46,-1.43,0.33,1,0,1
-1.08,-2.83,1.36,0.1,-1.12,1.9,2.6,1.2,1,0,1
-0.09,1.38,-4.33,1.8,1.93,-1.44,0.58,1.61,1,0,1
-0.1,-0.37,0.65,-1.16,0.09,0.24,-0.74,1.47,2,0,1
3.63,0.93,-0.8,2.38,-0.05,-2.08,0.57,-3.55,2,0,1
2.3,-0.79,1.66,1.04,-1.34,-0.54,-0.12,0.05,2,0,1
1.06,-1.08,1.37,-0.64,-0.16,0.33,0.03,-0.72,2,0,1
-0.27,1.89,-0.53,3.16,0.26,0.89,0.59,-0.24,2,0,1
0.82,-2.58,1.93,-0.51,-0.43,0.6,-1.89,3.03,2,0,1
-0.33,0.15,2.1,1.63,1.07,2.69,0.5,2.79,2,0,1
1.28,-1.23,-0.3,-0.09,0.12,-0.09,-0.11,0.47,2,0,1
1.72,2.83,0.72,1.86,-0.11,-0.89,0.74,0.03,2,0,1
-0.33,0.66,0.7,1.16,2.21,1.37,-0.99,-0.66,2,0,1
0.4,2.36,0.66,1.24,2.5,0.8,0.43,-0.98,2,0,1
0.56,2.55,-1.27,3.16,0.29,-0.32,1.21,-3.01,2,0,1
1.67,1.47,1.1,0.33,2.43,-0.5,0.05,-2.53,2,0,1
-1.21,1.93,-0.99,1.86,-0.84,0.71,1.2,0.68,2,0,1
-0.39,0.93,0.77,-0.66,1.52,0.99,0.37,-0.01,2,0,1
-2.16,1.77,-2.65,-2.21,2.2,0.53,1.78,-0.49,2,0,1
0.32,1.61,2.87,0.75,0.51,1.19,0.47,-0.34,2,0,1
2.15,1.37,2.83,2.12,-1.02,-0.08,1.72,-2.34,2,0,1
-3.16,-0.23,-1.28,-2.05,1.73,2.14,0.94,-1.2,2,0,1
2.31,-1.54,-0.12,-0.6,1.82,-0.83,-1.55,-0.37,2,0,1
-2.56,-4.94,-2.43,1.38,-1.01,1.46,2.74,-0.51,3,0,0
0.83,-2.65,-1.4,0.94,0.8,4.97,-0.41,-0.04,3,0,0
5.38,-0.8,0.35,3.15,-1.92,0.29,2.74,4.11,3,0,0
-1.13,0.47,0.4,-0.87,-0.2,-0.95,-0.31,-0.58,3,0,0
2.35,0.8,4.91,1.23,2.03,-0.72,-1.43,1.64,3,0,0
-1.07,-2.29,1.91,3.45,-0.93,-0.11,1.13,-0.15,3,0,0
1.68,-0.67,-0.83,-0.6,-0.09,3.55,1.41,0.63,3,0,0
-0.52,0.64,0.64,0.13,1.23,0.47,-1.07,-0.75,3,0,0
-0.07,-1.28,-0.83,0.85,0.22,-0.26,0.49,-0.03,3,0,0
-1.17,0.53,1.28,-2.58,1.43,0.65,-2.04,-1.31,3,0,0
-2.75,-1.48,-2.45,-2.02,1.04,2.28,-1.3,-3.25,3,0,0
0.7,0.44,2.91,2.5,2.06,0.94,-1.57,-0.32,3,0,0
0.94,-2.38,-3.43,-0.53,0.78,3.48,1.36,0.09,3,0,0
-1.97,-1.44,0.08,-2.49,0.87,2.04,-0.84,-1.2,3,0,0
0.22,-1.35,-1.25,-0.83,-0.55,3.42,-0.54,-0.97,3,0,0
-1.55,-0.86,-1.28,-0.86,-1.2,1.81,-0.92,-2.42,3,0,0
0.48,-1.25,-2.14,0.38,-2.43,-1.35,2.22,0.5,3,0,0
1.07,0.17,3.34,5.19,-0.62,-0.66,0.33,0.44,3,0,0
2.17,-0.51,2.8,3.23,-0.8,-0.52,1.27,2.72,3,0,0
-2.96,-1.99,-0.19,-1.4,0.17,0.33,-1.52,-2.65,3,0,0
0.33,-2.05,-2.56,2.35,-1.22,1.8,1.19,-0.41,3,0,0
1.24,1.45,-1.1,-2.98,-0.53,-0.44,-0.72,0.87,3,0,0
