@relation SyntheticData-N_1200-D_8-Nmin_100-Zmin_16-CL_2_1-R_0
@attribute X0 real [-6.11, 6.22]
@attribute X1 real [-5.42, 4.73]
@attribute X2 real [-6.54, 4.84]
@attribute X3 real [-6.79, 6.56]
@attribute X4 real [-5.05, 5.48]
@attribute X5 real [-7.04, 7.06]
@attribute X6 real [-4.80, 4.01]
@attribute X7 real [-5.87, 6.39]
@attribute cluster_idx {0,1,2}
@attribute is_noise {0,1}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,X4,X5,X6,X7,cluster_idx,is_noise
@output Class
@data
1.53,-3.83,3.61,-5.11,-3.39,-0.62,0.71,-1.77,0,0,1
-2.22,-0.62,-0.78,2.49,0.47,-1.29,1.97,-0.02,0,0,1
-4.14,2.28,-1.64,5.09,-0.27,1.09,0.48,-2.23,0,0,1
-0.8,0.58,0.01,2.43,1.5,0.07,0.28,2.04,0,0,1
-1.49,-0.19,-0.22,1.54,0.45,-0.91,0.95,0.21,0,0,1
1.18,-2.08,1.44,-4.24,-1.64,-0.09,0.73,-2.03,0,0,1
1.23,-0.59,0.37,-2.08,-1.35,-0.53,-0.87,0.19,0,0,1
-1.28,1.1,-1.44,2.02,1.15,-0.29,0.29,0.36,0,0,1
-0.06,-1.39,-1.55,-1.78,-1.52,-4.08,1.47,-0.05,0,0,1
-1.51,0.17,-0.25,1.28,0.51,0.26,0.78,-0.8,0,0,1
1.31,-0.51,-1.49,-2.41,-1.86,-2.76,0.09,0.72,0,0,1
-0.58,-1.04,-0.43,-0.41,-0.67,-1.67,0.96,-0.43,0,0,1
-0.07,0.72,-0.55,0.21,-0.49,-0.67,-0.24,0.57,0,0,1
-1.98,-2.63,1.83,0.26,-0.5,-0.72,1.64,-1.71,0,0,1
-0.22,-0.17,0.89,-0.56,-1.75,0.53,-0.62,-1.13,0,0,1
-0.27,-0.11,0.93,-0.82,-1.51,0.38,-0.9,-1.28,0,1,0
2.97,-0.1,2.37,-3.77,-1.28,2.22,-2.55,0.23,0,1,0
3.44,-2.2,2.92,-4.79,-0.91,1.03,-1.34,0.86,0,0,1
0.35,-2.75,3.07,-3.26,-1.27,1.13,1.51,-2.45,0,0,1
1.12,-3.02,0.75,-4.0,-2.38,-2.63,0.67,-1.11,0,0,1
0.05,-0.91,0.31,-2.75,-2.01,-0.85,0.12,-2.1,0,0,1
-1.03,2.03,-0.12,1.75,-1.34,2.12,-1.73,-1.24,0,0,1
-0.71,2.56,-2.23,3.28,3.3,1.79,-0.75,1.4,0,0,1
-0.21,1.81,0.24,1.45,1.48,3.19,-1.42,-0.12,0,0,1
0.5,0.93,-0.21,1.64,1.46,1.85,-1.15,1.71,0,0,1
-0.55,3.38,-3.32,2.18,1.05,0.49,-1.57,0.62,0,0,1
2.76,-2.67,3.35,-1.58,2.92,1.42,-0.64,3.59,0,0,1
1.31,1.38,-1.0,-1.29,-2.53,-0.27,-2.49,0.16,0,0,1
-2.23,-2.67,0.17,0.95,0.56,-2.36,3.61,-0.67,0,0,1
-0.52,-1.65,1.23,-1.84,-1.25,-0.26,0.55,-2.27,0,0,1
0.94,0.8,0.72,-2.33,-3.05,0.68,-1.63,-1.27,0,0,1
1.0,-0.69,0.59,-0.72,0.14,0.78,-0.78,0.58,0,0,1
-4.72,0.04,-3.0,4.3,1.57,-2.56,4.01,-1.68,0,0,1
-0.11,-2.09,0.89,-2.17,-2.84,-2.83,0.61,-0.66,0,0,1
-2.45,-0.46,1.25,2.08,-0.56,0.17,0.54,-1.15,0,0,1
1.5,1.15,-1.46,0.17,1.08,-0.51,-1.91,2.62,0,0,1
0.72,1.57,-0.43,0.83,0.54,1.16,-2.48,1.27,0,0,1
-1.75,1.68,-3.41,2.67,0.43,-2.46,0.97,0.94,0,0,1
2.26,-0.17,1.86,-3.78,-2.17,1.26,-1.44,-0.47,0,0,1
-2.2,-1.18,1.13,1.68,0.78,1.32,2.02,-1.64,0,0,1
1.64,0.63,-1.23,-2.35,-1.53,-1.43,-1.5,0.57,0,0,1
-0.98,0.58,-2.97,-0.91,-2.8,-2.68,0.97,-2.17,0,0,1
1.04,-1.68,1.08,-2.02,-0.98,-0.31,0.72,0.2,0,0,1
2.09,1.19,-1.63,-1.59,-2.66,-1.38,-2.16,1.42,0,0,1
1.61,-1.96,3.67,-3.54,-1.18,2.01,-0.26,-1.05,0,0,1
-0.31,-1.06,1.79,-1.53,-2.28,1.15,-0.29,-2.47,0,0,1
-2.33,0.71,-1.35,1.93,-1.12,-1.85,1.87,-0.51,0,0,1
1.82,0.55,0.95,-1.79,-0.45,1.72,-1.89,0.48,0,0,1
-1.1,1.42,0.12,-0.87,-3.54,1.17,-0.71,-3.5,0,0,1
-2.9,-1.23,2.35,1.58,-0.95,1.52,1.25,-2.99,0,0,1
2.78,0.42,0.75,1.17,-0.77,-1.42,-0.59,-0.08,1,0,1
1.27,0.0,-0.44,-0.04,-0.03,-0.23,-0.45,1.47,1,0,1
-0.77,1.45,2.57,1.03,-1.6,-0.86,1.62,-0.49,1,0,1
-0.07,-0.22,1.57,-0.73,-1.05,-2.02,1.14,2.39,1,0,1
0.17,-2.34,-1.01,1.15,0.82,2.79,-1.37,-1.88,1,0,1
-1.03,0.64,2.37,-1.38,-1.65,-0.41,1.5,0.86,1,0,1
-0.28,-1.58,-2.2,0.08,2.08,2.67,1.03,-0.25,1,0,1
-0.32,-0.17,0.38,-0.49,-0.12,1.58,0.86,-0.44,1,0,1
0.12,-1.41,2.79,-0.16,-2.98,-1.18,-2.07,-0.4,1,0,1
0.49,-1.51,-0.45,1.0,0.13,-1.2,0.31,1.17,1,0,1
-0.0,0.03,-2.22,1.18,3.29,2.39,2.99,0.31,1,0,1
1.68,1.44,1.33,-2.62,-1.47,0.85,-0.88,1.05,1,0,1
