@relation SyntheticData-N_1200-D_16-Nmin_140-Zmin_32-CL_1_2-R_0
@attribute X0 real [-9.21, 7.46]
@attribute X1 real [-7.26, 7.77]
@attribute X2 real [-7.46, 9.19]
@attribute X3 real [-7.25, 8.22]
@attribute X4 real [-6.98, 7.94]
@attribute X5 real [-6.93, 6.86]
@attribute X6 real [-7.98, 9.37]
@attribute X7 real [-7.56, 7.30]
@attribute X8 real [-7.71, 7.90]
@attribute X9 real [-7.30, 7.93]
@attribute X10 real [-7.00, 8.50]
@attribute X11 real [-7.57, 7.85]
@attribute X12 real [-8.08, 9.08]
@attribute X13 real [-7.53, 9.60]
@attribute X14 real [-7.38, 6.74]
@attribute X15 real [-7.80, 6.98]
@attribute cluster_idx {0,1,2}
@attribute is_noise {0,1}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,cluster_idx,is_noise
@output Class
@data
-1.17,-1.7,-2.01,0.01,-0.71,-4.13,0.54,-1.34,2.69,-3.99,-3.38,-1.48,-1.32,3.99,0.32,-0.88,0,0,1
0.24,-3.27,4.72,0.55,4.97,-5.12,3.82,3.35,0.29,-1.82,-0.3,-0.76,-1.4,2.07,2.93,-0.51,0,0,1
-0.51,1.08,-5.74,-0.24,-1.66,-0.99,-1.84,-1.73,1.49,3.56,2.5,-1.1,4.38,0.58,1.86,2.44,0,0,1
3.2,-0.39,-1.03,-2.44,-1.94,-0.41,-3.76,-0.44,1.5,-0.52,-1.53,-2.08,-2.45,-0.97,-1.54,-2.8,0,0,1
1.92,-1.63,1.01,-1.54,1.1,2.53,-0.84,1.78,1.34,-2.8,1.83,2.9,-2.31,1.43,-1.51,-1.77,0,0,1
-1.52,1.64,-1.6,-2.11,-4.11,1.99,1.83,2.02,-2.38,2.31,2.16,-1.86,6.1,-4.17,1.78,2.07,0,0,1
1.07,-1.41,-0.78,-3.95,-0.75,1.29,2.36,-1.71,1.51,2.35,4.75,3.89,-2.28,0.42,3.76,2.49,0,0,1
3.02,1.77,2.18,-4.64,-0.45,0.59,3.53,2.74,-1.62,0.46,1.36,-1.73,-1.94,-3.95,2.27,-0.43,0,1,0
-0.02,-2.25,1.35,1.13,1.55,-0.78,-4.08,0.1,0.94,-0.77,2.53,-0.55,4.74,3.35,1.9,0.72,0,0,1
0.19,2.5,4.13,1.32,0.46,2.92,0.26,1.77,-2.77,-1.73,2.42,1.34,1.15,-0.06,2.23,0.44,0,0,1
