@relation SyntheticData-N_600-D_4-Nmin_60-Zmin_16-CL_3_2-R_0
@attribute X0 real [-2.69, 2.68]
@attribute X1 real [-5.26, 5.47]
@attribute X2 real [-5.28, 3.75]
@attribute X3 real [-4.07, 4.47]
@attribute cluster_idx {0,1,2,3,4}
@attribute is_noise {0,1}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,cluster_idx,is_noise
@output Class
@data
2.2,-1.55,-0.84,-3.82,0,0,1
-0.66,0.76,-0.33,1.82,0,0,1
-0.54,0.93,0.48,0.58,0,0,1
-2.69,1.6,0.43,1.98,0,0,1
0.77,-0.54,0.02,-0.99,0,0,1
1.24,0.39,-1.25,0.48,0,0,1
1.24,-1.14,-0.34,-1.86,0,0,1
1.9,0.54,-0.75,-0.94,0,0,1
-0.59,-0.03,-1.12,-2.07,0,0,1
1.95,-0.07,-0.32,-2.05,0,0,1
-2.13,-1.69,0.58,-1.06,0,0,1
1.86,-0.9,-0.46,-0.98,0,0,1
-0.09,1.88,-0.2,0.8,0,0,1
-1.41,-1.33,1.98,-0.29,0,0,1
1.66,2.52,0.1,1.82,0,0,1
-1.03,1.89,-0.45,1.52,0,0,1
-0.2,-3.11,0.59,-2.56,0,0,1
1.39,0.31,-0.78,-1.58,0,0,1
1.25,-0.74,-0.54,-1.8,0,0,1
1.39,1.76,0.05,0.61,0,0,1
1.04,1.54,1.99,-2.29,1,0,1
-0.92,-1.14,-1.5,1.05,1,0,1
-0.2,0.78,0.74,-1.08,1,0,1
0.35,2.3,0.77,-1.59,1,0,1
0.52,0.07,-0.61,-0.53,1,0,1
0.86,0.81,0.21,-1.14,1,0,1
1.98,0.07,0.42,-0.46,1,0,1
1.1,0.07,0.47,-0.79,1,0,1
-1.43,0.11,-0.46,-0.02,1,0,1
-0.45,-0.04,-0.67,0.03,1,0,1
0.65,-0.26,0.29,-0.58,1,0,1
0.08,1.03,-0.29,-1.16,1,0,1
1.15,1.21,1.5,-1.9,1,0,1
-1.31,0.0,-0.04,-0.03,1,0,1
-0.96,-0.67,-1.7,0.55,1,0,1
1.35,1.04,1.02,-1.67,1,1,0
0.55,0.38,0.44,-1.0,1,0,1
-1.84,-1.05,-1.81,1.0,1,0,1
1.5,1.54,1.44,-2.37,1,0,1
-0.23,0.68,-0.64,-0.58,1,0,1
-0.4,0.15,0.6,-0.03,2,0,1
0.43,-0.76,-0.17,-0.54,2,0,1
-0.21,0.94,0.5,1.12,2,0,1
1.01,-0.21,-0.5,0.34,2,0,1
-0.44,0.1,0.52,0.05,2,0,1
-0.04,-1.06,0.3,-1.48,2,0,1
-2.55,0.11,2.35,-1.61,2,0,1
1.23,-0.16,-0.72,0.6,2,0,1
0.89,-0.67,-0.36,-0.5,2,0,1
1.0,-1.45,-0.61,-1.23,2,0,1
-0.75,0.5,1.18,-0.33,2,0,1
1.75,-0.57,-1.24,0.48,2,0,1
-0.25,0.16,0.56,-0.09,2,0,1
1.78,-1.95,-1.28,-1.29,2,1,0
0.48,0.67,0.14,0.9,2,0,1
1.33,-1.03,-0.88,-0.55,2,0,1
-0.11,-0.4,0.31,-0.57,2,0,1
-0.27,-0.67,0.5,-1.14,2,0,1
-0.32,0.6,0.75,0.28,2,0,1
1.35,0.1,-0.73,0.96,2,0,1
-0.64,-1.34,-0.15,2.59,3,0,0
0.7,3.68,-1.17,2.13,3,0,0
-0.98,-3.55,0.44,-0.6,3,0,0
-0.27,-0.08,0.98,0.0,3,0,0
-0.65,-3.2,-0.13,-0.68,3,0,0
0.44,-1.06,-0.84,-1.35,3,0,0
0.01,-0.8,-0.78,-0.37,3,0,0
-1.02,-0.99,-1.72,1.66,3,0,0
0.81,1.68,-0.44,1.31,3,0,0
0.03,-0.54,1.05,-0.98,3,0,0
-0.75,-2.08,-0.49,-0.75,3,0,0
-0.5,0.86,-0.54,2.3,3,0,0
-0.06,-0.2,-0.08,-0.46,3,0,0
1.21,2.86,-1.18,-0.2,3,0,0
0.4,1.15,-3.06,1.26,3,0,0
0.85,1.62,-0.32,-0.03,3,0,0
0.25,0.97,-0.01,1.61,3,0,0
1.1,0.25,-1.75,-2.35,3,0,0
-0.69,0.01,-2.7,1.17,3,0,0
-0.78,-0.27,-1.98,0.42,3,0,0
