@relation SyntheticData-N_1200-D_16-Nmin_140-Zmin_32-CL_2_3-R_0
@attribute X0 real [-7.99, 8.88]
@attribute X1 real [-6.48, 7.31]
@attribute X2 real [-10.67, 8.50]
@attribute X3 real [-7.96, 7.40]
@attribute X4 real [-6.84, 6.43]
@attribute X5 real [-7.08, 7.71]
@attribute X6 real [-8.28, 10.75]
@attribute X7 real [-9.51, 9.29]
@attribute X8 real [-5.84, 5.90]
@attribute X9 real [-9.75, 9.43]
@attribute X10 real [-6.75, 8.87]
@attribute X11 real [-7.71, 7.44]
@attribute X12 real [-7.40, 6.79]
@attribute X13 real [-7.59, 8.97]
@attribute X14 real [-8.57, 7.21]
@attribute X15 real [-8.09, 9.59]
@attribute cluster_idx {0,1,2,3,4}
@attribute is_noise {0,1}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,cluster_idx,is_noise
@output Class
@data
1.09,-2.91,-0.43,0.84,1.75,0.75,-0.53,1.16,-0.11,-1.07,0.23,-0.26,0.81,-0.18,0.02,-0.73,0,0,1
-0.79,0.64,2.84,1.96,-2.77,-2.04,-0.25,1.33,-1.66,-1.15,-1.21,-2.29,0.14,1.92,-0.45,-2.35,0,0,1
0.81,1.5,0.88,3.52,-0.71,-0.21,0.04,0.84,-2.71,2.54,-1.33,-1.51,0.39,3.18,0.07,-2.0,0,1,0
-2.03,-1.85,-0.3,1.01,-1.23,-2.89,1.25,-0.78,2.52,0.13,-1.89,-1.37,0.35,0.21,2.86,1.36,0,0,1
3.87,-1.48,6.87,-2.44,1.2,-2.03,1.73,-6.64,0.03,4.46,-0.36,-3.1,-2.22,-1.12,0.05,2.58,0,0,1
3.38,-0.75,-0.45,-1.7,-1.37,2.36,-0.15,-0.68,5.64,3.15,-1.75,1.91,-0.02,-3.11,-4.93,2.85,0,0,1
-2.63,-1.49,2.51,-1.19,6.03,-3.08,2.23,-1.09,-2.97,-2.18,-1.31,-3.27,0.74,3.04,5.17,-2.38,0,0,1
2.46,-0.15,-4.49,0.71,-0.45,-2.7,-0.65,4.27,-2.22,2.59,-0.11,-4.3,-4.29,4.57,1.24,-1.69,0,0,1
1.45,3.54,2.95,-1.76,4.03,-3.7,-2.02,4.27,-3.92,-0.55,1.78,-1.09,1.04,-0.51,4.27,-2.85,0,0,1
2.09,0.24,3.94,-0.65,4.96,-0.38,-1.45,-2.48,-1.11,0.6,2.88,-1.73,1.52,1.89,2.74,-0.43,0,0,1
0.47,0.41,-0.28,-0.12,-1.89,-3.11,1.26,0.18,-0.34,1.6,-1.38,-0.87,-0.83,0.68,0.29,0.6,0,0,1
-0.95,0.23,1.85,-1.14,2.46,0.09,0.31,1.28,-1.9,-1.29,-0.69,-5.61,-1.06,2.57,1.23,-3.69,0,0,1
1.5,-2.07,1.29,-0.95,-1.01,0.24,-1.46,-2.54,2.77,-2.83,-1.14,3.43,0.46,-1.46,-3.05,1.41,0,0,1
0.92,-3.16,-4.53,-3.07,-0.94,-0.8,2.09,-1.17,5.9,0.91,-1.9,0.67,-0.6,-2.51,-2.19,4.14,0,0,1
-3.98,4.32,-2.2,2.61,-2.4,-2.31,-1.36,6.75,-1.77,-1.78,-0.85,-2.96,-2.58,2.17,3.19,-0.65,0,0,1
-0.14,-4.89,0.15,1.42,0.9,0.57,1.3,-4.27,3.81,-1.56,-0.77,1.82,3.1,-0.51,0.61,2.49,0,0,1
-1.37,-0.97,-3.77,1.43,-2.41,0.86,1.54,0.35,1.42,1.72,-2.44,-0.29,1.93,0.02,-1.25,-1.11,0,0,1
-2.69,-2.53,0.53,2.46,1.64,-0.24,0.31,-0.02,0.06,0.52,-0.57,-1.88,0.31,-1.28,3.26,1.11,0,0,1
1.45,-4.25,-1.14,3.73,-3.08,1.22,6.55,-2.39,1.16,-0.11,-2.17,-2.06,4.17,1.05,-0.47,0.1,0,0,1
0.94,-3.17,-1.47,-1.03,-0.38,-1.95,0.84,0.11,2.29,-3.82,-0.77,0.63,2.54,-0.41,-0.24,-0.36,0,0,1
0.33,-0.46,-3.07,-1.55,5.01,2.46,-1.54,0.67,-1.18,3.22,-0.59,-0.94,-5.35,-0.48,-1.84,2.83,0,0,1
0.12,-0.25,2.72,0.76,1.48,1.91,0.82,-2.1,2.03,-2.92,-0.56,0.83,2.4,1.79,1.45,0.27,0,0,1
-2.71,-0.25,2.2,-1.61,1.63,-2.01,-2.96,0.54,4.12,-0.78,-0.68,0.72,-0.51,-1.81,2.44,1.67,0,0,1
-0.46,2.26,-0.46,-4.18,0.95,1.53,0.38,0.1,0.93,-0.22,-3.86,0.03,-6.2,-0.72,-2.9,2.65,0,0,1
2.26,-2.88,-1.96,1.64,-3.78,-0.81,2.71,-3.05,1.3,4.55,-1.73,-3.95,-1.35,2.26,-1.24,1.21,0,0,1
-1.17,1.27,3.11,-3.04,1.23,-0.6,-0.72,-1.87,5.05,-0.28,-2.74,-0.08,-0.03,-1.76,1.18,1.27,0,0,1
-0.59,2.34,1.15,1.35,0.06,2.44,-3.4,1.99,-1.7,-0.95,-1.68,0.6,-3.32,0.85,-0.58,-1.22,0,0,1
0.95,0.44,3.62,-2.21,4.57,-0.43,-3.29,0.95,0.27,1.57,0.01,0.61,-0.71,-2.41,-0.32,0.28,0,0,1
1.66,1.16,2.92,-3.87,3.84,-0.98,-1.9,-1.28,-0.02,2.85,1.27,-0.54,-2.86,-1.39,-1.46,2.71,0,0,1
-0.28,-0.17,-0.39,4.5,0.37,0.05,0.91,1.87,-4.12,1.14,0.29,-5.35,-0.38,4.83,2.0,-2.55,0,0,1
-0.85,-0.67,-1.11,2.53,1.55,2.02,2.63,-2.41,4.49,2.79,-3.75,0.54,2.92,0.53,3.12,1.09,0,0,1
2.34,3.79,-0.02,-2.19,3.36,0.99,-2.52,2.82,0.88,-1.92,0.72,2.47,0.27,1.54,0.13,-0.4,0,0,1
-1.38,-4.04,-1.12,-0.3,0.31,-3.66,0.99,-1.24,0.39,0.84,-0.93,-1.49,-0.56,-1.7,4.21,1.24,0,0,1
2.42,4.76,-2.75,2.8,1.27,3.44,-3.93,3.65,-3.26,4.18,-0.37,0.54,-5.58,3.22,-1.72,0.71,0,0,1
3.05,3.31,5.43,-1.22,3.9,4.25,-3.04,0.34,2.45,2.28,-0.63,3.56,2.25,-2.69,-1.97,0.07,0,0,1
0.24,1.35,3.55,-1.19,-0.92,-0.03,-2.27,-0.83,1.19,-0.07,0.16,1.24,4.75,-2.49,-4.96,-1.74,0,0,1
0.2,-0.1,1.47,4.54,0.71,2.86,-2.38,2.14,-1.75,0.19,0.65,0.56,-0.47,1.3,0.79,-0.24,0,0,1
0.71,-2.58,1.57,-1.0,1.67,-0.94,3.33,-4.76,2.2,0.23,-1.58,-2.35,4.07,1.17,1.58,-1.49,0,0,1
-1.16,-2.09,-0.04,1.82,-4.08,1.66,0.09,0.8,5.55,0.07,-1.88,-3.19,-0.25,-1.32,-2.53,2.34,0,0,1
