@relation SyntheticData-N_1200-D_16-Nmin_100-Zmin_4-CL_1_1-R_0
@attribute X0 real [-8.14, 8.47]
@attribute X1 real [-7.82, 7.58]
@attribute X2 real [-7.58, 6.61]
@attribute X3 real [-8.04, 7.37]
@attribute X4 real [-8.99, 8.14]
@attribute X5 real [-7.02, 7.57]
@attribute X6 real [-5.89, 6.85]
@attribute X7 real [-5.61, 6.92]
@attribute X8 real [-9.04, 6.63]
@attribute X9 real [-7.44, 8.86]
@attribute X10 real [-6.73, 6.46]
@attribute X11 real [-6.91, 6.69]
@attribute X12 real [-7.40, 8.66]
@attribute X13 real [-7.21, 6.94]
@attribute X14 real [-7.93, 8.12]
@attribute X15 real [-7.99, 7.52]
@attribute cluster_idx {0,1}
@attribute is_noise {0,1}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,cluster_idx,is_noise
@output Class
@data
0.92,-0.74,2.38,1.4,-1.67,-4.89,-0.03,1.15,-1.49,-0.85,-3.37,-1.36,0.28,-1.75,2.9,0.78,0,0,1
1.71,2.06,1.03,2.6,-3.38,-0.2,-1.35,-0.25,4.03,1.34,0.73,0.02,4.52,0.45,-2.45,-0.77,0,0,1
-0.64,2.44,-2.92,2.23,2.08,7.37,-1.98,-1.14,-0.2,2.16,5.77,0.15,-0.98,2.48,-4.49,2.05,0,0,1
-0.08,-1.11,-0.58,0.15,-0.86,-3.83,2.11,-1.37,-3.25,0.28,-1.04,-2.61,-2.24,0.92,-0.58,3.4,0,0,1
4.33,-0.08,0.74,-0.2,-1.92,-5.19,-2.28,2.79,-1.07,-1.43,-2.65,-0.78,-0.05,-1.95,1.91,0.83,0,0,1
0.29,-1.55,1.61,-1.77,-0.48,-2.76,-0.38,2.16,1.03,-0.5,-1.14,0.02,-1.95,-1.17,3.08,-2.27,0,0,1
-3.95,3.24,4.22,5.38,0.52,0.65,-1.05,-0.14,6.39,6.15,-1.14,1.32,0.28,-0.61,-0.82,-0.69,0,0,1
-4.98,1.52,0.85,-0.15,0.85,2.32,0.52,-1.76,1.3,0.03,-3.84,0.28,-3.99,-2.6,-3.43,-0.45,0,0,1
-3.0,-0.91,-2.01,-1.85,1.12,1.8,-0.88,0.87,0.23,-3.36,0.13,-0.6,-2.48,-0.79,0.33,1.48,0,0,1
-1.18,-4.11,1.6,2.42,2.21,-5.09,2.67,-0.33,-0.49,-0.25,-0.5,-2.88,-0.21,2.42,2.52,-0.62,0,0,1
-1.89,1.27,-2.21,-3.24,0.87,-1.65,2.62,-3.12,-1.58,-0.84,-3.69,0.79,-0.75,1.52,-1.26,-0.61,0,0,1
0.39,-0.9,-0.13,1.17,0.27,2.63,-1.63,0.82,-0.19,0.15,0.21,1.44,-1.39,-1.39,1.86,-0.58,0,0,1
2.48,-0.06,-3.92,-3.11,3.33,4.91,-0.52,0.04,-1.54,-4.3,0.82,-0.26,-1.55,-0.3,2.61,1.47,0,0,1
2.07,-0.58,-0.29,0.86,-1.39,-1.3,-1.04,-1.26,0.6,2.71,1.04,-0.38,2.3,2.4,-3.53,-2.29,0,0,1
-1.47,-0.7,-0.26,-1.44,0.18,1.05,-3.26,1.66,0.42,0.21,-0.05,0.97,-1.24,-0.7,-0.52,-2.98,0,0,1
