@relation SyntheticData-N_1200-D_4-Nmin_60-Zmin_4-CL_2_1-R_0
@attribute X0 real [-5.29, 4.62]
@attribute X1 real [-4.24, 5.22]
@attribute X2 real [-4.92, 4.29]
@attribute X3 real [-3.25, 3.81]
@attribute cluster_idx {0,1,2}
@attribute is_noise {0,1}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,cluster_idx,is_noise
@output Class
@data
0.2,-0.25,-0.23,0.53,0,0,1
-0.83,1.27,0.58,0.54,0,0,1
0.29,0.37,1.13,-2.02,0,0,1
-0.48,0.23,0.54,-0.33,0,0,1
0.43,1.42,-0.58,-0.19,0,0,1
0.96,-1.17,-0.52,-0.11,0,0,1
-0.85,1.51,-0.52,0.55,0,0,1
0.23,-0.5,0.91,-0.41,0,0,1
1.43,1.03,0.03,-1.77,0,0,1
-0.42,2.29,-0.1,-0.55,0,0,1
0.6,0.5,1.01,-1.38,0,0,1
-2.06,2.5,-0.8,1.52,0,0,1
0.42,0.76,1.35,-1.41,0,0,1
-1.53,0.33,2.32,-1.03,0,0,1
0.68,-0.11,-1.59,1.73,0,0,1
0.06,3.25,-1.0,0.29,0,0,1
0.8,1.7,-0.34,-0.87,0,0,1
-0.54,-2.05,1.62,-1.46,0,0,1
-1.17,2.07,-0.05,0.98,0,0,1
-0.97,-0.88,0.32,0.17,0,0,1
-0.69,0.33,0.19,1.19,0,0,1
-1.69,-2.37,1.05,1.76,0,0,1
-0.36,2.13,-0.63,0.67,0,0,1
-1.06,-0.76,0.57,-0.41,0,0,1
-0.76,0.94,-1.69,1.58,0,0,1
0.16,-0.73,0.31,0.24,0,0,1
0.02,-1.43,0.88,-0.05,0,0,1
0.2,0.23,-0.76,0.79,0,0,1
-0.09,-0.44,0.58,0.03,0,0,1
-1.24,1.22,1.55,-0.37,0,0,1
-1.6,-0.21,0.52,0.35,1,0,1
-1.99,2.23,1.15,-0.7,1,0,1
3.15,-1.0,-1.16,0.42,1,0,1
-1.19,0.26,1.02,0.07,1,0,1
-2.27,-0.87,-0.83,0.8,1,0,1
-0.44,0.24,1.09,-0.66,1,0,1
-3.16,2.97,1.88,-1.01,1,0,1
-0.43,-0.08,0.45,0.15,1,0,1
0.64,-1.68,-0.97,0.83,1,0,1
1.3,0.3,-0.69,-0.03,1,0,1
-1.18,0.05,0.15,0.74,1,0,1
0.48,0.08,-0.24,0.46,1,0,1
-3.8,1.57,1.31,0.13,1,0,1
-0.45,0.29,0.7,0.07,1,0,1
0.54,0.33,0.47,-0.27,1,0,1
1.15,-2.88,-1.72,2.35,1,0,1
2.53,-1.06,-1.47,-0.62,1,0,1
2.15,-1.75,-1.23,0.9,1,0,1
0.44,0.79,0.05,-0.68,1,0,1
-0.74,0.75,-0.19,-0.46,1,0,1
1.27,-0.52,-1.22,0.48,1,0,1
-2.47,0.48,0.31,1.21,1,0,1
-1.34,0.45,0.58,-0.86,1,0,1
0.13,-0.33,-0.73,-1.32,1,0,1
-0.94,1.07,0.77,0.06,1,0,1
-0.05,-1.72,-0.74,1.26,1,0,1
-0.9,0.05,0.23,0.05,1,0,1
0.91,1.15,-0.3,-0.16,1,0,1
0.83,-0.05,-0.05,0.72,1,0,1
0.16,1.16,0.65,-0.86,1,0,1
-0.93,0.23,2.61,1.35,2,0,0
-2.43,1.87,-0.9,1.68,2,0,0
0.41,-1.54,-0.7,-0.42,2,0,0
-1.95,1.76,-1.58,1.14,2,0,0
-0.29,1.93,-0.16,0.12,2,0,0
-1.33,1.19,0.54,1.17,2,0,0
-1.24,0.29,0.15,1.03,2,0,0
-0.41,0.39,0.69,0.52,2,0,0
-3.85,2.9,-1.24,2.69,2,0,0
-0.43,1.05,0.09,0.33,2,0,0
-1.53,0.7,0.28,1.3,2,0,0
3.35,-3.18,1.22,-2.28,2,0,0
1.23,-2.64,-0.58,-0.99,2,0,0
0.44,-0.54,0.54,-0.2,2,0,0
1.32,-2.25,-0.42,-1.03,2,0,0
2.2,-3.42,0.84,-1.44,2,0,0
-1.81,1.26,-0.57,1.31,2,0,0
-3.01,3.09,-0.36,2.25,2,0,0
-0.6,0.72,-1.06,0.22,2,0,0
1.95,-0.43,0.45,-1.46,2,0,0
-0.61,0.4,-0.94,0.29,2,0,0
1.22,-0.95,-0.56,-1.06,2,0,0
-1.18,0.37,-1.74,0.57,2,0,0
-0.43,-0.52,-0.51,0.3,2,0,0
-2.88,2.27,-2.06,1.79,2,0,0
2.26,-0.54,0.97,-1.57,2,0,0
0.08,-0.05,-3.67,-0.88,2,0,0
-1.02,0.8,1.0,1.03,2,0,0
-1.6,0.21,-1.9,0.85,2,0,0
-0.61,-0.21,0.07,0.55,2,0,0
-1.49,1.04,-0.57,1.05,2,0,0
-0.47,-1.39,-1.95,-0.0,2,0,0
1.38,-0.57,1.34,-0.79,2,0,0
-1.49,1.88,-1.82,0.71,2,0,0
0.01,-0.25,-0.58,-0.1,2,0,0
-1.34,1.37,-1.09,0.81,2,0,0
-0.2,-0.13,0.62,0.35,2,0,0
1.31,-1.04,-1.15,-1.25,2,0,0
3.12,-1.93,0.63,-2.27,2,0,0
-1.65,1.19,0.17,1.34,2,0,0
1.43,0.22,1.29,-0.85,2,0,0
1.82,-0.51,3.49,-0.66,2,0,0
-1.32,0.58,-1.1,0.79,2,0,0
0.05,0.31,1.2,0.22,2,0,0
-1.38,2.44,1.11,1.25,2,0,0
1.63,-1.99,1.06,-0.98,2,0,0
0.1,2.34,-0.85,-0.36,2,0,0
0.27,-0.56,0.42,-0.07,2,0,0
0.45,-1.1,1.27,-0.02,2,0,0
-0.14,0.44,-0.03,0.1,2,0,0
-0.31,-0.79,-0.13,0.29,2,0,0
0.22,-0.72,0.22,-0.07,2,0,0
-0.46,0.19,1.23,0.67,2,0,0
-0.46,1.56,-0.31,0.26,2,0,0
1.86,-2.13,-0.58,-1.53,2,0,0
1.03,-0.12,-0.43,-0.92,2,0,0
0.97,-1.4,-0.2,-0.73,2,0,0
-0.94,1.46,2.09,1.16,2,0,0
-1.45,0.55,-2.23,0.66,2,0,0
-1.31,-0.08,-1.59,0.74,2,0,0
