@relation SyntheticData-N_600-D_8-Nmin_140-Zmin_4-CL_2_1-R_0
@attribute X0 real [-5.22, 5.08]
@attribute X1 real [-5.02, 4.33]
@attribute X2 real [-4.50, 4.66]
@attribute X3 real [-3.96, 5.10]
@attribute X4 real [-4.76, 5.80]
@attribute X5 real [-4.26, 4.69]
@attribute X6 real [-5.25, 5.97]
@attribute X7 real [-4.81, 4.87]
@attribute cluster_idx {0,1,2}
@attribute is_noise {0,1}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,X4,X5,X6,X7,cluster_idx,is_noise
@output Class
@data
2.11,2.59,-0.37,1.85,0.79,0.81,0.54,1.02,0,0,1
1.93,0.85,0.59,-0.74,0.97,-0.53,0.53,-0.92,0,0,1
0.89,-1.44,0.15,-0.7,-0.89,0.26,0.81,-0.63,0,0,1
-0.21,-0.2,2.66,2.47,0.07,-0.31,-1.16,-0.57,0,0,1
1.52,-1.2,1.9,2.34,-1.37,0.2,2.09,-0.56,0,0,1
1.93,-0.53,0.49,3.08,-1.25,-0.0,3.54,-1.39,0,0,1
0.97,1.12,0.6,1.73,1.37,-1.12,0.66,-1.77,0,0,1
2.68,2.76,-2.24,0.36,-1.18,2.95,-0.79,2.46,0,0,1
0.01,-2.14,-0.01,2.1,1.58,-2.07,1.28,-3.67,0,0,1
2.27,0.6,1.37,3.24,1.54,-0.17,-1.37,-1.83,0,0,1
0.56,-2.12,1.85,1.73,-1.01,-0.14,-0.25,-1.77,0,0,1
1.26,1.97,0.34,0.84,-0.7,1.44,-0.54,1.25,0,0,1
-0.24,-0.13,-1.57,-0.6,-2.64,2.37,0.25,2.46,0,0,1
0.01,-1.31,1.32,0.12,0.27,-0.79,0.28,-0.98,0,0,1
0.05,1.41,-0.42,-0.63,-0.34,0.0,0.03,0.51,0,0,1
1.7,-3.99,-1.19,0.21,-0.76,0.17,1.67,-2.08,0,0,1
2.03,-0.6,0.65,2.44,-0.6,0.45,1.54,-1.05,0,0,1
-0.68,-0.98,-1.6,-1.17,-0.9,-0.31,2.18,0.19,0,0,1
-0.52,-1.07,-0.61,1.17,-1.94,0.59,1.8,-0.02,0,0,1
-2.86,-1.32,-1.28,-0.05,-3.15,1.87,1.65,3.56,0,0,1
0.19,0.55,2.08,1.64,0.99,-2.09,0.78,-2.8,0,0,1
2.9,1.14,0.17,2.86,0.52,0.26,-0.54,-2.02,0,0,1
-1.37,-0.04,-1.67,-3.07,-0.85,0.42,-0.09,1.52,0,0,1
4.82,0.02,-0.66,0.98,-0.23,1.04,0.48,-1.71,0,0,1
