@relation SyntheticData-N_600-D_16-Nmin_140-Zmin_32-CL_3_1-R_0
@attribute X0 real [-7.14, 7.57]
@attribute X1 real [-7.85, 7.89]
@attribute X2 real [-7.10, 6.70]
@attribute X3 real [-6.70, 6.45]
@attribute X4 real [-5.01, 6.09]
@attribute X5 real [-7.16, 6.22]
@attribute X6 real [-7.33, 9.72]
@attribute X7 real [-8.47, 9.17]
@attribute X8 real [-6.90, 6.10]
@attribute X9 real [-8.28, 6.68]
@attribute X10 real [-6.98, 6.36]
@attribute X11 real [-8.83, 5.79]
@attribute X12 real [-8.57, 8.00]
@attribute X13 real [-7.53, 8.29]
@attribute X14 real [-7.16, 6.95]
@attribute X15 real [-9.13, 5.89]
@attribute cluster_idx {0,1,2,3}
@attribute is_noise {0,1}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,cluster_idx,is_noise
@output Class
@data
-3.04,-2.55,2.49,-1.24,1.54,1.5,3.31,-1.07,0.46,-2.14,0.52,-3.15,1.46,3.23,-1.04,-7.0,0,0,1
1.32,0.94,-2.08,-0.39,1.93,-2.33,0.94,2.06,1.77,-2.2,2.34,1.84,0.69,-0.48,-4.27,3.87,0,0,1
-1.18,-1.26,-2.07,0.62,2.99,-2.41,-0.43,2.31,-0.05,-1.82,-2.29,-1.5,-1.57,-1.32,-0.31,-3.48,0,0,1
2.53,0.35,2.55,3.05,-4.6,4.48,-4.08,0.85,-1.94,0.54,-5.7,2.05,-0.39,-3.61,4.04,2.04,0,0,1
-3.23,-3.14,-0.12,-0.34,-1.64,1.39,1.17,-1.46,-1.88,1.13,-1.58,0.5,-0.23,-4.03,0.23,-1.29,0,0,1
-4.38,1.5,2.88,-1.21,2.14,0.75,6.11,-2.16,-0.08,-2.06,-1.77,-0.61,2.86,0.35,1.85,-2.12,0,0,1
0.92,-0.13,-3.2,2.31,-4.87,0.02,-3.23,0.78,2.5,0.96,-3.42,4.04,-0.33,3.52,0.26,4.9,0,0,1
3.6,-0.1,-3.06,1.0,-1.53,0.86,-2.35,5.44,1.89,0.11,2.88,-0.47,0.28,4.17,0.4,1.0,0,0,1
-0.66,-3.84,-2.32,0.97,-1.39,-1.62,0.11,1.59,1.36,-0.78,-2.56,0.88,0.68,0.4,-0.12,-1.29,0,0,1
-2.76,-2.61,-4.4,1.28,-2.15,2.0,3.36,2.57,-0.47,0.58,2.57,1.1,-0.22,0.73,-0.9,-1.85,0,0,1
-0.63,-1.18,3.25,0.64,2.43,-0.71,-3.74,-0.55,2.05,-0.19,-3.98,-1.18,1.04,-4.94,-0.89,1.49,0,0,1
-0.25,1.0,0.01,-2.06,0.14,1.47,0.64,-2.51,-0.54,-0.11,3.02,-0.49,0.83,1.67,-0.16,-0.81,0,0,1
-0.12,-2.04,-0.82,2.14,-3.02,2.69,-1.79,-0.83,-0.11,0.45,-6.12,1.86,-3.24,-4.88,5.08,-2.06,0,0,1
5.13,1.78,0.11,1.82,5.26,-3.21,-3.24,2.07,4.52,-2.07,1.09,-3.39,0.56,2.44,-2.56,1.45,0,1,0
2.94,-2.15,-5.94,2.76,-2.13,-0.76,0.2,2.31,0.86,0.55,0.65,1.6,-2.84,0.85,-0.91,0.53,0,0,1
