@relation SyntheticData-N_1200-D_4-Nmin_140-Zmin_32-CL_3_3-R_0
@attribute X0 real [-4.87, 3.99]
@attribute X1 real [-5.00, 3.95]
@attribute X2 real [-4.03, 5.88]
@attribute X3 real [-7.14, 4.61]
@attribute cluster_idx {0,1,2,3,4,5}
@attribute is_noise {0,1}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,cluster_idx,is_noise
@output Class
@data
0.16,0.65,-3.52,-0.89,0,0,1
-0.16,-0.08,-0.99,-1.1,0,0,1
-1.14,-1.06,1.36,0.89,0,0,1
-3.15,0.92,-3.37,-0.8,0,0,1
1.47,-1.13,-1.83,-1.52,0,0,1
-0.11,-0.43,-1.65,-1.09,0,0,1
-1.09,-1.05,2.1,0.75,0,0,1
-2.07,0.76,-3.16,-0.21,0,0,1
0.52,-0.42,0.43,-0.04,0,0,1
-1.12,-0.3,-1.16,1.55,0,0,1
0.14,0.27,-0.2,-0.39,0,0,1
2.48,-1.33,-0.75,-1.89,0,0,1
-1.84,1.28,-1.12,-0.34,0,0,1
0.63,-1.1,-1.48,-2.16,0,0,1
-2.44,0.36,-0.39,0.01,0,0,1
2.01,-1.32,-3.75,-2.21,0,0,1
1.67,-0.71,-2.02,0.23,0,0,1
-0.03,0.46,1.06,1.97,0,0,1
1.33,-0.55,0.13,1.94,0,0,1
1.22,-1.4,-1.32,-0.06,0,0,1
-0.55,-1.13,-3.11,0.44,0,0,1
-0.07,-0.6,-2.01,0.5,0,0,1
-0.33,-0.46,0.57,-0.98,0,0,1
-1.13,0.79,-1.16,0.63,0,0,1
-0.56,-0.86,-2.13,1.4,0,0,1
-0.24,-1.17,-1.35,1.07,0,0,1
0.75,-0.58,-1.22,0.28,0,0,1
0.85,0.87,1.47,0.23,0,0,1
0.31,-1.31,0.58,-0.74,0,0,1
2.05,-1.95,-1.43,-0.97,0,0,1
0.29,-2.38,-1.18,-1.32,0,0,1
1.64,-1.45,0.58,-0.11,0,0,1
-1.38,-0.05,0.58,0.45,0,0,1
-0.35,0.03,-2.74,-0.02,0,0,1
0.1,-0.87,0.69,-1.02,0,0,1
0.92,-0.23,-0.96,0.59,0,0,1
-0.51,-0.4,1.61,0.8,0,0,1
-1.31,0.12,-0.59,-2.12,0,0,1
0.46,-0.79,-0.81,-0.21,0,0,1
-1.64,0.24,0.79,0.46,0,0,1
-3.68,0.17,-3.0,-0.3,0,0,1
0.6,-1.09,-1.24,-1.18,0,0,1
-0.75,0.81,-2.54,0.51,0,0,1
3.06,-1.44,0.89,-0.05,0,0,1
-0.86,-0.88,-1.24,-0.94,0,0,1
3.31,-1.18,0.81,1.21,0,0,1
-1.67,-0.79,0.78,0.99,0,0,1
-1.5,-0.86,-0.0,0.25,1,0,1
-2.07,-1.15,0.53,0.1,1,0,1
-1.17,-1.52,1.02,-1.21,1,0,1
-0.16,-0.01,0.23,0.68,1,0,1
-1.74,0.89,-3.01,2.1,1,1,0
-0.66,0.13,-0.33,1.41,1,0,1
-1.58,-0.92,-0.29,-0.29,1,0,1
1.75,-0.12,-0.19,-1.25,1,0,1
0.54,0.45,-1.16,0.75,1,0,1
-0.71,-1.42,1.23,-1.29,1,1,0
-0.1,0.91,-2.13,1.27,1,0,1
1.01,0.93,-1.08,1.28,1,0,1
-0.83,0.66,-1.08,1.87,1,0,1
0.3,0.43,-1.44,1.02,1,1,0
-0.96,-1.4,0.57,-1.6,1,0,1
-0.18,-0.54,0.91,-0.8,1,0,1
-1.45,-0.5,-0.37,0.57,1,0,1
0.29,-0.79,1.22,-0.85,1,0,1
-0.72,-0.78,0.58,-0.66,1,0,1
3.58,0.44,-0.21,-1.72,1,1,0
1.58,0.27,-0.68,-0.7,1,0,1
0.24,0.01,-0.51,0.12,1,0,1
0.02,0.26,-0.76,0.45,1,0,1
1.71,0.66,-1.13,-0.14,1,0,1
-0.81,-0.17,-0.55,0.52,1,0,1
-0.53,0.25,-1.13,1.02,1,0,1
-0.3,-0.81,0.4,-0.61,1,0,1
-1.18,-0.44,-0.81,-0.29,1,0,1
-1.08,-0.31,-0.3,0.07,1,0,1
0.12,-1.17,-0.12,-1.79,1,0,1
2.06,0.37,-1.06,-0.74,1,0,1
1.14,0.04,0.01,-0.88,1,0,1
-0.26,-0.5,-0.16,-0.69,1,0,1
0.85,-0.37,0.35,-1.05,1,0,1
1.3,0.24,-0.01,-0.75,1,0,1
-0.34,0.14,-0.98,0.51,1,0,1
0.13,-0.43,0.12,-0.2,1,0,1
-0.28,0.56,-1.54,1.18,1,0,1
1.84,2.01,-3.56,1.96,1,0,1
-0.8,-0.42,0.58,-0.44,1,0,1
0.47,-0.43,0.63,-0.99,1,0,1
0.22,0.99,-1.74,1.78,1,0,1
-0.35,-0.2,-0.89,-0.08,1,0,1
0.45,0.3,-0.27,0.64,1,0,1
-0.73,-0.26,0.62,0.64,1,0,1
1.58,-0.15,0.06,-1.08,1,0,1
1.79,1.25,-1.9,1.24,1,0,1
0.99,0.39,-1.47,-0.53,2,0,1
0.02,0.7,-0.21,-0.04,2,0,1
0.21,0.43,0.2,0.45,2,0,1
0.47,0.28,0.66,-0.82,2,0,1
1.5,-0.82,-1.69,0.4,2,0,1
0.01,0.27,1.11,-0.8,2,0,1
-0.09,0.16,0.24,1.14,2,0,1
-0.91,0.43,0.39,1.31,2,0,1
