@relation SyntheticData-N_1200-D_8-Nmin_140-Zmin_16-CL_2_3-R_0
@attribute X0 real [-4.94, 4.57]
@attribute X1 real [-6.02, 7.25]
@attribute X2 real [-6.29, 5.35]
@attribute X3 real [-4.71, 5.52]
@attribute X4 real [-5.02, 5.35]
@attribute X5 real [-5.88, 6.11]
@attribute X6 real [-5.23, 5.25]
@attribute X7 real [-5.33, 5.31]
@attribute cluster_idx {0,1,2,3,4}
@attribute is_noise {0,1}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,X4,X5,X6,X7,cluster_idx,is_noise
@output Class
@data
0.1,-0.27,-1.3,0.8,-2.09,-2.58,0.6,-2.72,0,0,1
1.95,-0.86,-0.52,3.14,-1.26,0.25,1.21,-0.08,0,0,1
-0.04,-0.09,-0.24,-1.15,-0.17,4.3,0.58,0.55,0,0,1
2.1,-0.54,0.94,3.21,-1.01,2.38,-2.52,0.17,0,0,1
1.08,-0.12,-0.24,3.18,-0.36,0.35,2.67,1.37,0,0,1
2.4,1.52,-0.38,0.48,0.39,-0.48,-0.1,-0.5,0,0,1
0.15,-0.86,1.04,0.3,-0.11,-0.28,-0.11,-1.25,0,0,1
-1.08,0.92,-0.97,1.35,-1.2,0.12,1.05,0.29,0,0,1
-0.05,2.17,-1.26,0.13,0.38,0.09,1.79,0.86,0,0,1
2.11,1.54,-0.22,-1.25,1.47,-1.34,-1.91,-2.61,0,0,1
1.92,-0.28,0.39,2.59,-0.85,-0.59,-0.56,-0.49,0,0,1
3.22,-1.46,-0.19,2.5,0.73,-1.96,1.83,-2.04,0,0,1
-1.21,2.31,-1.3,-0.81,-1.41,-1.45,-0.75,-1.05,0,0,1
2.55,0.34,0.53,0.34,0.11,0.04,-1.28,-0.96,0,0,1
2.17,1.53,-1.54,-0.56,-0.27,-0.08,1.21,-0.35,0,0,1
-0.31,1.62,-0.01,-0.52,0.98,-0.1,-0.25,-0.46,0,0,1
-2.3,1.21,0.43,-1.95,0.49,0.23,1.2,0.21,0,0,1
1.82,-2.66,0.53,2.78,-2.28,1.27,-0.95,-1.44,0,0,1
0.47,3.73,-0.57,-1.18,1.76,-1.16,1.46,1.1,0,0,1
0.18,0.72,0.8,2.39,1.62,-1.29,-1.22,-1.01,0,1,0
0.28,-3.05,2.52,-0.27,-0.29,2.56,-1.77,-1.59,0,0,1
0.53,1.02,-0.94,1.78,-0.26,-1.5,0.41,-0.96,0,0,1
-1.34,2.48,-0.15,-2.46,-0.6,-2.9,-1.07,-1.81,0,0,1
1.19,0.17,-0.96,1.02,-0.81,-2.63,-0.59,-2.83,0,0,1
0.15,-0.36,1.26,1.0,-0.26,-0.88,-0.17,-0.64,0,0,1
-3.32,1.06,1.34,0.04,1.02,-1.92,0.82,-0.11,0,0,1
2.28,2.2,0.23,1.24,-2.22,-1.22,-2.69,0.04,0,0,1
1.86,-1.02,0.81,0.69,0.23,0.31,-0.17,-1.23,0,0,1
-0.05,1.37,-1.69,-2.55,-0.64,0.89,-0.7,-2.0,0,0,1
-1.91,-1.43,2.17,1.55,1.44,0.52,-0.73,-1.0,0,0,1
0.09,-0.13,1.49,1.43,1.06,2.91,0.55,1.79,0,0,1
0.56,2.16,1.04,-0.04,-1.53,-1.31,-3.48,-0.47,0,0,1
-1.01,-0.0,0.85,-2.59,2.15,1.99,0.11,-0.86,0,0,1
0.38,-1.29,2.42,3.03,0.39,-1.74,-0.41,-0.77,0,0,1
0.91,2.86,-1.66,-1.48,-1.62,-3.68,0.32,-1.72,0,0,1
1.51,-1.0,0.28,0.84,-0.36,-0.31,0.09,-1.7,0,0,1
-0.84,-2.61,2.46,0.2,1.85,1.53,0.16,-1.33,0,1,0
-0.57,0.08,1.85,-0.71,2.21,-0.02,0.29,-0.53,0,1,0
-0.28,2.81,-1.19,-1.38,1.02,-2.46,1.95,-0.49,0,0,1
-0.64,-2.31,2.59,2.43,-0.35,0.22,-1.5,-1.15,0,0,1
1.08,2.78,0.28,-0.2,-0.0,0.22,0.26,1.74,0,0,1
1.2,0.99,0.92,2.85,-1.15,-3.33,-1.53,-0.71,0,0,1
0.47,-1.24,-0.42,0.36,-0.52,-1.28,1.85,-2.05,0,0,1
2.79,2.4,-0.93,1.07,-2.5,-3.94,-4.21,-2.91,0,0,1
2.23,-1.98,0.37,1.58,0.36,-2.18,0.55,-3.16,0,0,1
-0.26,3.29,-1.09,-0.4,-1.55,-3.06,0.21,-0.39,0,0,1
1.4,-2.64,1.77,3.39,0.36,0.27,1.0,-0.52,0,0,1
-2.32,1.51,1.41,1.87,0.41,-1.43,1.65,1.78,0,0,1
-1.54,0.89,0.48,1.84,-3.03,-1.04,-0.27,0.85,0,1,0
-0.85,0.35,1.37,0.32,1.22,0.22,1.92,0.95,0,0,1
-0.39,0.89,0.58,-0.93,1.48,-0.09,-0.4,-1.03,0,0,1
-1.36,-1.66,1.69,2.94,-1.65,-0.68,-0.93,-0.9,0,0,1
3.69,-3.63,1.36,2.7,-1.38,1.16,-1.34,-2.15,0,0,1
4.16,-2.15,0.63,4.0,0.59,0.59,2.04,-0.02,0,0,1
